"X","Unnamed..0","coordinatorCountry","countryName","coordinator","totalCost","latitude","longitude","startDate","endDate","status","uni_lat","uni_lng","startYear","startMonth","startDay","endYear","endMonth","endDay"
18372,18373,"UK","United Kingdom","UNIVERSITY OF GLASGOW",195454.8,54.75844,-2.69531,2018-01-01,2019-12-31,"SIGNED",55.8721211,-4.2882005,2018,1,1,2019,12,31
18373,18374,"UK","United Kingdom","UNIVERSITY OF BRISTOL",1847596,54.75844,-2.69531,2018-10-01,2023-09-30,"SIGNED",51.4584172,-2.6029792,2018,10,1,2023,9,30
18374,18375,"UK","United Kingdom","WARDELL ARMSTRONG LLP",7466072.5,54.75844,-2.69531,2015-01-01,2018-12-31,"SIGNED",53.0267021,-2.1999917,2015,1,1,2018,12,31
18375,18376,"UK","United Kingdom","JALI LIMITED",71429,54.75844,-2.69531,2018-02-01,2018-07-31,"SIGNED",54.75844,-2.69531,2018,2,1,2018,7,31
18376,18377,"UK","United Kingdom","ASTON UNIVERSITY",183454.8,54.75844,-2.69531,2017-01-01,2018-12-31,"SIGNED",52.4868584,-1.8882174,2017,1,1,2018,12,31
18377,18378,"UK","United Kingdom","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE",1917847,54.75844,-2.69531,2016-12-01,2021-11-30,"SIGNED",51.4987997,-0.1748772,2016,12,1,2021,11,30
18378,18379,"UK","United Kingdom","ADVANCED INNOVATIVE ENGINEERING (UK) LIMITED",71429,54.75844,-2.69531,2015-07-01,2015-12-31,"SIGNED",52.6991038,-1.8191735,2015,7,1,2015,12,31
18379,18380,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",183454.8,54.75844,-2.69531,2017-03-01,2019-02-28,"SIGNED",52.2042666,0.1149085,2017,3,1,2019,2,28
18380,18381,"UK","United Kingdom","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE",183454.8,54.75844,-2.69531,2019-09-01,2021-08-31,"SIGNED",51.4987997,-0.1748772,2019,9,1,2021,8,31
18381,18382,"UK","United Kingdom","THE FRANCIS CRICK INSTITUTE LIMITED",1912369,54.75844,-2.69531,2015-11-01,2020-10-31,"SIGNED",51.5316498,-0.1287454,2015,11,1,2020,10,31
18382,18383,"UK","United Kingdom","STROMATOLITE LTD",1031750,54.75844,-2.69531,2015-01-01,2016-06-30,"SIGNED",54.75844,-2.69531,2015,1,1,2016,6,30
18383,18384,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",195454.8,54.75844,-2.69531,2016-05-01,2018-04-30,"SIGNED",52.2042666,0.1149085,2016,5,1,2018,4,30
18384,18385,"UK","United Kingdom","ANAXSYS TECHNOLOGY LIMITED",71429,54.75844,-2.69531,2015-12-01,2016-02-29,"SIGNED",54.75844,-2.69531,2015,12,1,2016,2,29
18385,18386,"UK","United Kingdom","SCOTTISH ENTERPRISE",196000,54.75844,-2.69531,2015-01-01,2016-12-31,"SIGNED",54.75844,-2.69531,2015,1,1,2016,12,31
18386,18387,"UK","United Kingdom","HOMYHUB LTD",71429,54.75844,-2.69531,2017-10-01,2018-03-31,"SIGNED",54.75844,-2.69531,2017,10,1,2018,3,31
18387,18388,"UK","United Kingdom","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE",91727.4,54.75844,-2.69531,2015-08-17,2016-08-16,"SIGNED",51.4987997,-0.1748772,2015,8,17,2016,8,16
18388,18389,"UK","United Kingdom","UNIVERSITY OF LEEDS",1258250,54.75844,-2.69531,2017-09-01,2022-08-31,"SIGNED",53.8066815,-1.5550328,2017,9,1,2022,8,31
18389,18390,"UK","United Kingdom","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE",183454.8,54.75844,-2.69531,2015-09-07,2017-09-06,"CLOSED",51.4987997,-0.1748772,2015,9,7,2017,9,6
18390,18391,"UK","United Kingdom","THE UNIVERSITY OF LIVERPOOL",2493425,54.75844,-2.69531,2016-10-01,2021-09-30,"SIGNED",53.405936,-2.9655722,2016,10,1,2021,9,30
18391,18392,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",195454.8,54.75844,-2.69531,2015-10-01,2017-09-30,"SIGNED",51.7548164,-1.2543668,2015,10,1,2017,9,30
18392,18393,"UK","United Kingdom","UNIVERSITY OF BRISTOL",183454.8,54.75844,-2.69531,2018-06-01,2020-05-31,"SIGNED",51.4584172,-2.6029792,2018,6,1,2020,5,31
18393,18394,"UK","United Kingdom","THE UNIVERSITY OF SHEFFIELD",1493771,54.75844,-2.69531,2016-07-01,2021-06-30,"SIGNED",53.3809409,-1.4879469,2016,7,1,2021,6,30
18394,18395,"UK","United Kingdom","THE UNIVERSITY OF SHEFFIELD",2499926.64,54.75844,-2.69531,2016-09-01,2021-08-31,"SIGNED",53.3809409,-1.4879469,2016,9,1,2021,8,31
18395,18396,"UK","United Kingdom","UNIVERSITY OF LEEDS",195454.8,54.75844,-2.69531,2017-05-01,2019-04-30,"SIGNED",53.8066815,-1.5550328,2017,5,1,2019,4,30
18396,18397,"UK","United Kingdom","FIBRE TECHNOLOGY LIMITED",71429,54.75844,-2.69531,2016-02-01,2016-07-31,"SIGNED",54.75844,-2.69531,2016,2,1,2016,7,31
18397,18398,"UK","United Kingdom","THE BABRAHAM INSTITUTE",195454.8,54.75844,-2.69531,2018-09-01,2020-08-31,"SIGNED",52.1325209,0.205697,2018,9,1,2020,8,31
18398,18399,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",195454.8,54.75844,-2.69531,2018-01-01,2019-12-31,"SIGNED",52.2042666,0.1149085,2018,1,1,2019,12,31
18399,18400,"UK","United Kingdom","THE UNIVERSITY OF EDINBURGH",2456120,54.75844,-2.69531,2017-10-01,2022-09-30,"SIGNED",55.9445158,-3.1892413,2017,10,1,2022,9,30
18400,18401,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",183454.8,54.75844,-2.69531,2015-09-01,2017-08-31,"SIGNED",51.7548164,-1.2543668,2015,9,1,2017,8,31
18401,18402,"UK","United Kingdom","THE UNIVERSITY OF EDINBURGH",1995181,54.75844,-2.69531,2016-09-01,2021-08-31,"SIGNED",55.9445158,-3.1892413,2016,9,1,2021,8,31
18402,18403,"UK","United Kingdom","THE UNIVERSITY OF MANCHESTER",4999867,54.75844,-2.69531,2018-03-01,2022-02-28,"SIGNED",53.4668498,-2.2338837,2018,3,1,2022,2,28
18403,18404,"UK","United Kingdom","ABERYSTWYTH UNIVERSITY",1102500,54.75844,-2.69531,2018-01-01,2021-12-31,"SIGNED",52.4167548,-4.0636689,2018,1,1,2021,12,31
18404,18405,"UK","United Kingdom","MATRIX RECYCLING SYSTEMS LTD",71429,54.75844,-2.69531,2016-10-01,2017-03-31,"SIGNED",54.75844,-2.69531,2016,10,1,2017,3,31
18405,18406,"UK","United Kingdom","UNIVERSITY COLLEGE LONDON",1779240,54.75844,-2.69531,2015-06-01,2020-05-31,"SIGNED",51.5245592,-0.1340401,2015,6,1,2020,5,31
18406,18407,"UK","United Kingdom","CYTOSYSTEMS LIMITED",3135925,54.75844,-2.69531,2015-06-01,2018-07-31,"SIGNED",57.187825,-2.207992,2015,6,1,2018,7,31
18407,18408,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",195454.8,54.75844,-2.69531,2018-01-01,2019-12-31,"SIGNED",52.2042666,0.1149085,2018,1,1,2019,12,31
18408,18409,"UK","United Kingdom","THE UNIVERSITY OF MANCHESTER",3930753.09,54.75844,-2.69531,2017-04-01,2021-03-31,"SIGNED",53.4668498,-2.2338837,2017,4,1,2021,3,31
18409,18410,"UK","United Kingdom","THE UNIVERSITY OF NOTTINGHAM",195454.8,54.75844,-2.69531,2017-07-01,2019-06-30,"SIGNED",52.938636,-1.1951582,2017,7,1,2019,6,30
18410,18411,"UK","United Kingdom","UNIVERSITY OF BATH",195454.8,54.75844,-2.69531,2015-07-01,2018-02-17,"CLOSED",51.3777431,-2.3263779,2015,7,1,2018,2,17
18411,18412,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",195454.8,54.75844,-2.69531,2016-10-01,2018-09-30,"SIGNED",52.2042666,0.1149085,2016,10,1,2018,9,30
18412,18413,"UK","United Kingdom","UNIVERSITY OF YORK",195454.8,54.75844,-2.69531,2015-07-01,2017-06-30,"SIGNED",53.9455334,-1.0561667,2015,7,1,2017,6,30
18413,18414,"UK","United Kingdom","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE",195454.8,54.75844,-2.69531,2017-10-02,2019-10-01,"SIGNED",51.4987997,-0.1748772,2017,10,2,2019,10,1
18414,18415,"UK","United Kingdom","THE UNIVERSITY OF LIVERPOOL",3848975.64,54.75844,-2.69531,2017-01-01,2020-12-31,"SIGNED",53.405936,-2.9655722,2017,1,1,2020,12,31
18415,18416,"UK","United Kingdom","THE UNIVERSITY OF BIRMINGHAM",195454.8,54.75844,-2.69531,2017-08-01,2019-07-31,"SIGNED",52.4508168,-1.9305135,2017,8,1,2019,7,31
18416,18417,"UK","United Kingdom","UNIVERSITY OF GLASGOW",183454.8,54.75844,-2.69531,2017-02-01,2019-01-31,"SIGNED",55.8721211,-4.2882005,2017,2,1,2019,1,31
18417,18418,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",183454.8,54.75844,-2.69531,2017-09-01,2019-08-31,"SIGNED",52.2042666,0.1149085,2017,9,1,2019,8,31
18418,18419,"UK","United Kingdom","THE UNIVERSITY OF BIRMINGHAM",183454.8,54.75844,-2.69531,2016-09-01,2018-08-31,"SIGNED",52.4508168,-1.9305135,2016,9,1,2018,8,31
18419,18420,"UK","United Kingdom","THE UNIVERSITY OF LIVERPOOL",741851.25,54.75844,-2.69531,2017-06-01,2020-05-31,"SIGNED",53.405936,-2.9655722,2017,6,1,2020,5,31
18420,18421,"UK","United Kingdom","UNIVERSITY COLLEGE LONDON",2e+06,54.75844,-2.69531,2018-04-01,2023-03-31,"SIGNED",51.5245592,-0.1340401,2018,4,1,2023,3,31
18421,18422,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",1299191,54.75844,-2.69531,2017-02-01,2022-01-31,"SIGNED",52.2042666,0.1149085,2017,2,1,2022,1,31
18422,18423,"UK","United Kingdom","University College London",195454.8,54.75844,-2.69531,2016-07-15,2018-07-14,"SIGNED",51.5245592,-0.1340401,2016,7,15,2018,7,14
18423,18424,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",2199145.76,54.75844,-2.69531,2016-09-01,2021-08-31,"SIGNED",52.2042666,0.1149085,2016,9,1,2021,8,31
18424,18425,"UK","United Kingdom","University College London",195454.8,54.75844,-2.69531,2016-07-01,2018-06-30,"SIGNED",51.5245592,-0.1340401,2016,7,1,2018,6,30
18425,18426,"UK","United Kingdom","UNIVERSITY OF NEWCASTLE UPON TYNE",183454.8,54.75844,-2.69531,2016-10-01,2018-09-30,"SIGNED",54.9791871,-1.6146608,2016,10,1,2018,9,30
18426,18427,"UK","United Kingdom","CARDIFF UNIVERSITY",183454.8,54.75844,-2.69531,2015-09-01,2017-08-31,"CLOSED",51.4866271,-3.1788641,2015,9,1,2017,8,31
18427,18428,"UK","United Kingdom","UNIVERSITY OF LEEDS",3923988.84,54.75844,-2.69531,2017-09-01,2021-08-31,"SIGNED",53.8066815,-1.5550328,2017,9,1,2021,8,31
18428,18429,"UK","United Kingdom","UNIVERSITY OF SOUTHAMPTON",195454.8,54.75844,-2.69531,2016-09-01,2018-08-31,"SIGNED",50.9614912,-1.4252228,2016,9,1,2018,8,31
18429,18430,"UK","United Kingdom","KINGSTON UNIVERSITY HIGHER EDUCATION CORPORATION",265222.5,54.75844,-2.69531,2017-01-01,2017-12-31,"SIGNED",51.4032431,-0.3034882,2017,1,1,2017,12,31
18430,18431,"UK","United Kingdom","UNIVERSITY OF YORK",1223054,54.75844,-2.69531,2018-01-01,2022-12-31,"SIGNED",53.9455334,-1.0561667,2018,1,1,2022,12,31
18431,18432,"UK","United Kingdom","THE UNIVERSITY OF BIRMINGHAM",4944773,54.75844,-2.69531,2015-05-01,2019-04-30,"SIGNED",52.4508168,-1.9305135,2015,5,1,2019,4,30
18432,18433,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",183454.8,54.75844,-2.69531,2015-04-01,2017-03-31,"SIGNED",52.2042666,0.1149085,2015,4,1,2017,3,31
18433,18434,"UK","United Kingdom","VIDEREGEN LIMITED",6828887.5,54.75844,-2.69531,2016-01-01,2019-12-31,"SIGNED",53.4039066,-2.96974,2016,1,1,2019,12,31
18434,18435,"UK","United Kingdom","ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE",183454.8,54.75844,-2.69531,2016-10-01,2018-09-30,"SIGNED",51.425673,-0.5630625,2016,10,1,2018,9,30
18435,18436,"UK","United Kingdom","THE UNIVERSITY OF READING",195454.8,54.75844,-2.69531,2015-04-01,2017-03-31,"TERMINATED",51.4414205,-0.9418157,2015,4,1,2017,3,31
18436,18437,"UK","United Kingdom","G.M.S. GLOBAL MARITIME SERVICES LIMITED",3571406.25,54.75844,-2.69531,2016-09-01,2019-08-31,"SIGNED",53.2634743,-2.1249136,2016,9,1,2019,8,31
18437,18438,"UK","United Kingdom","UNIVERSITY OF NEWCASTLE UPON TYNE",183454.8,54.75844,-2.69531,2015-09-01,2017-08-31,"CLOSED",54.9791871,-1.6146608,2015,9,1,2017,8,31
18438,18439,"UK","United Kingdom","UNIVERSITY COLLEGE LONDON",1985699,54.75844,-2.69531,2015-10-01,2020-09-30,"SIGNED",51.5245592,-0.1340401,2015,10,1,2020,9,30
18439,18440,"UK","United Kingdom","GOLDSMITHS' COLLEGE",195454.8,54.75844,-2.69531,2016-09-01,2018-08-31,"SIGNED",51.474271,-0.035408,2016,9,1,2018,8,31
18440,18441,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",183454.8,54.75844,-2.69531,2017-08-01,2019-07-31,"SIGNED",51.7548164,-1.2543668,2017,8,1,2019,7,31
18441,18442,"UK","United Kingdom","LOOWATT LTD",71429,54.75844,-2.69531,2016-06-01,2016-11-30,"SIGNED",54.75844,-2.69531,2016,6,1,2016,11,30
18442,18443,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",3827031.48,54.75844,-2.69531,2017-03-01,2021-02-28,"SIGNED",52.2042666,0.1149085,2017,3,1,2021,2,28
18443,18444,"UK","United Kingdom","THE UNIVERSITY OF SHEFFIELD",97727.4,54.75844,-2.69531,2015-09-01,2016-08-31,"SIGNED",53.3809409,-1.4879469,2015,9,1,2016,8,31
18444,18445,"UK","United Kingdom","THE UNIVERSITY OF WARWICK",195454.8,54.75844,-2.69531,2017-01-01,2018-12-31,"SIGNED",52.3792525,-1.5614704,2017,1,1,2018,12,31
18445,18446,"UK","United Kingdom","THE UNIVERSITY OF EDINBURGH",195454.8,54.75844,-2.69531,2017-01-01,2018-12-31,"SIGNED",55.9445158,-3.1892413,2017,1,1,2018,12,31
18446,18447,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",183454.8,54.75844,-2.69531,2015-05-01,2017-04-30,"SIGNED",51.7548164,-1.2543668,2015,5,1,2017,4,30
18447,18448,"UK","United Kingdom","UNIVERSITY OF BRISTOL",183454.8,54.75844,-2.69531,2018-09-01,2020-08-31,"SIGNED",51.4584172,-2.6029792,2018,9,1,2020,8,31
18448,18449,"UK","United Kingdom","Natural History Museum",195454.8,54.75844,-2.69531,2017-10-02,2019-10-01,"SIGNED",51.496715,-0.1763672,2017,10,2,2019,10,1
18449,18450,"UK","United Kingdom","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE",1495220,54.75844,-2.69531,2015-04-01,2020-03-31,"SIGNED",51.4987997,-0.1748772,2015,4,1,2020,3,31
18450,18451,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",1499272,54.75844,-2.69531,2016-05-01,2021-04-30,"SIGNED",52.2042666,0.1149085,2016,5,1,2021,4,30
18451,18452,"UK","United Kingdom","THE UNIVERSITY OF READING",2597754,54.75844,-2.69531,2016-09-01,2021-08-31,"SIGNED",51.4414205,-0.9418157,2016,9,1,2021,8,31
18452,18453,"UK","United Kingdom","University College London",2449086,54.75844,-2.69531,2016-07-01,2021-06-30,"SIGNED",51.5245592,-0.1340401,2016,7,1,2021,6,30
18453,18454,"UK","United Kingdom","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE",183454.8,54.75844,-2.69531,2015-10-01,2017-09-30,"SIGNED",51.4987997,-0.1748772,2015,10,1,2017,9,30
18454,18455,"UK","United Kingdom","UNIVERSITY OF BRISTOL",195454.8,54.75844,-2.69531,2018-07-01,2020-06-30,"SIGNED",51.4584172,-2.6029792,2018,7,1,2020,6,30
18455,18456,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",183454.8,54.75844,-2.69531,2016-03-01,2018-02-28,"SIGNED",51.7548164,-1.2543668,2016,3,1,2018,2,28
18456,18457,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",183454.8,54.75844,-2.69531,2018-07-23,2020-07-22,"SIGNED",52.2042666,0.1149085,2018,7,23,2020,7,22
18457,18458,"UK","United Kingdom","UNIVERSITY OF LEICESTER",6499572.88,54.75844,-2.69531,2018-01-01,2022-12-31,"SIGNED",52.6211393,-1.1246325,2018,1,1,2022,12,31
18458,18459,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",4952796.25,54.75844,-2.69531,2017-01-01,2020-06-30,"SIGNED",52.2042666,0.1149085,2017,1,1,2020,6,30
18459,18460,"UK","United Kingdom","KING'S COLLEGE LONDON",7418116.25,54.75844,-2.69531,2016-01-01,2019-12-31,"SIGNED",51.5114864,-0.115997,2016,1,1,2019,12,31
18460,18461,"UK","United Kingdom","THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS",276107.4,54.75844,-2.69531,2017-08-07,2020-08-06,"SIGNED",54.75844,-2.69531,2017,8,7,2020,8,6
18461,18462,"UK","United Kingdom","I-MOVO LIMITED",71429,54.75844,-2.69531,2016-08-01,2017-01-31,"SIGNED",54.75844,-2.69531,2016,8,1,2017,1,31
18462,18463,"UK","United Kingdom","KING'S COLLEGE LONDON",183454.8,54.75844,-2.69531,2018-01-01,2019-12-31,"SIGNED",51.5114864,-0.115997,2018,1,1,2019,12,31
18463,18464,"UK","United Kingdom","UNIVERSITY COLLEGE LONDON",183454.8,54.75844,-2.69531,2017-07-15,2019-07-14,"SIGNED",51.5245592,-0.1340401,2017,7,15,2019,7,14
18464,18465,"UK","United Kingdom","UNIVERSITY OF YORK",195454.8,54.75844,-2.69531,2017-08-21,2019-08-20,"TERMINATED",53.9455334,-1.0561667,2017,8,21,2019,8,20
18465,18466,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",195454.8,54.75844,-2.69531,2018-09-01,2020-08-31,"SIGNED",51.7548164,-1.2543668,2018,9,1,2020,8,31
18466,18467,"UK","United Kingdom","SCIENCE BUSINESS PUBLISHING LIMITED",958759,54.75844,-2.69531,2015-10-01,2019-03-31,"SIGNED",54.75844,-2.69531,2015,10,1,2019,3,31
18467,18468,"UK","United Kingdom","DE MONTFORT UNIVERSITY",183454.8,54.75844,-2.69531,2017-10-04,2019-10-03,"SIGNED",52.6293257,-1.1378546,2017,10,4,2019,10,3
18468,18469,"UK","United Kingdom","THE UNIVERSITY OF EDINBURGH",1199805,54.75844,-2.69531,2017-04-01,2021-03-31,"SIGNED",55.9445158,-3.1892413,2017,4,1,2021,3,31
18469,18470,"UK","United Kingdom","THE UNIVERSITY OF EXETER",4011572,54.75844,-2.69531,2018-01-01,2021-12-31,"SIGNED",50.7371369,-3.5351475,2018,1,1,2021,12,31
18470,18471,"UK","United Kingdom","UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL",99991.25,54.75844,-2.69531,2017-06-01,2018-05-31,"SIGNED",51.5001344,-2.5475301,2017,6,1,2018,5,31
18471,18472,"UK","United Kingdom","BEATSON INSTITUTE FOR CANCER RESEARCH LBG",195454.8,54.75844,-2.69531,2018-06-01,2020-05-31,"SIGNED",54.75844,-2.69531,2018,6,1,2020,5,31
18472,18473,"UK","United Kingdom","Department of Health england",4398252,54.75844,-2.69531,2015-02-01,2017-04-30,"CLOSED",51.4979327,-0.133185,2015,2,1,2017,4,30
18473,18474,"UK","United Kingdom","TWI LIMITED",3950085,54.75844,-2.69531,2015-02-01,2018-07-31,"SIGNED",54.75844,-2.69531,2015,2,1,2018,7,31
18474,18475,"UK","United Kingdom","THE UNIVERSITY OF SHEFFIELD",1413705,54.75844,-2.69531,2015-08-01,2020-07-31,"SIGNED",53.3809409,-1.4879469,2015,8,1,2020,7,31
18475,18476,"UK","United Kingdom","THE UNIVERSITY OF BIRMINGHAM",183454.8,54.75844,-2.69531,2016-12-02,2018-12-01,"SIGNED",52.4508168,-1.9305135,2016,12,2,2018,12,1
18476,18477,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",2483075,54.75844,-2.69531,2016-10-01,2021-09-30,"SIGNED",52.2042666,0.1149085,2016,10,1,2021,9,30
18477,18478,"UK","United Kingdom","THE UNIVERSITY OF BIRMINGHAM",1499945,54.75844,-2.69531,2017-03-01,2022-02-28,"SIGNED",52.4508168,-1.9305135,2017,3,1,2022,2,28
18478,18479,"UK","United Kingdom","LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE",1976260,54.75844,-2.69531,2018-09-01,2023-08-31,"SIGNED",51.5144388,-0.1164513,2018,9,1,2023,8,31
18479,18480,"UK","United Kingdom","UNIVERSITY OF DUNDEE",1999998,54.75844,-2.69531,2016-09-01,2021-08-31,"SIGNED",56.4582447,-2.9821428,2016,9,1,2021,8,31
18480,18481,"UK","United Kingdom","FORWARD COMPOSITES LIMITED",71429,54.75844,-2.69531,2014-11-01,2015-04-30,"CLOSED",52.3454096,-0.1841656,2014,11,1,2015,4,30
18481,18482,"UK","United Kingdom","THE UNIVERSITY OF WARWICK",211825.2,54.75844,-2.69531,2017-01-20,2019-07-19,"SIGNED",52.3792525,-1.5614704,2017,1,20,2019,7,19
18482,18483,"UK","United Kingdom","UNIVERSITY OF KENT",3832196.25,54.75844,-2.69531,2015-01-01,2017-12-31,"SIGNED",51.298536,1.071629,2015,1,1,2017,12,31
18483,18484,"UK","United Kingdom","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",1713983,54.75844,-2.69531,2016-10-01,2021-09-30,"SIGNED",52.2042666,0.1149085,2016,10,1,2021,9,30
18484,18485,"UK","United Kingdom","LANCASTER UNIVERSITY",1971431,54.75844,-2.69531,2017-06-01,2022-05-31,"SIGNED",54.0103942,-2.7877294,2017,6,1,2022,5,31
18485,18486,"UK","United Kingdom","THE UNIVERSITY OF EDINBURGH",2e+06,54.75844,-2.69531,2016-08-01,2020-07-31,"SIGNED",55.9445158,-3.1892413,2016,8,1,2020,7,31
18486,18487,"UK","United Kingdom","BRITISH BROADCASTING CORPORATION",4758700,54.75844,-2.69531,2015-12-01,2018-11-30,"SIGNED",54.75844,-2.69531,2015,12,1,2018,11,30
18487,18488,"UK","United Kingdom","UNIVERSITY OF NEWCASTLE UPON TYNE",183454.8,54.75844,-2.69531,2018-05-01,2020-04-30,"SIGNED",54.9791871,-1.6146608,2018,5,1,2020,4,30
18488,18489,"UK","United Kingdom","THE UNIVERSITY OF EXETER",195454.8,54.75844,-2.69531,2016-10-01,2018-09-30,"SIGNED",50.7371369,-3.5351475,2016,10,1,2018,9,30
18489,18490,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",97727.4,54.75844,-2.69531,2016-06-15,NA,"TERMINATED",51.7548164,-1.2543668,2016,6,15,NA,NA,NA
18490,18491,"UK","United Kingdom","THE UNIVERSITY OF SHEFFIELD",1423165,54.75844,-2.69531,2015-01-01,2016-12-31,"SIGNED",53.3809409,-1.4879469,2015,1,1,2016,12,31
18491,18492,"UK","United Kingdom","UNIVERSITY OF BRISTOL",183454.8,54.75844,-2.69531,2018-09-01,2020-08-31,"SIGNED",51.4584172,-2.6029792,2018,9,1,2020,8,31
18492,18493,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",1980112,54.75844,-2.69531,2016-01-01,2020-12-31,"SIGNED",51.7548164,-1.2543668,2016,1,1,2020,12,31
18493,18494,"UK","United Kingdom","SeeQuestor Limited",71429,54.75844,-2.69531,2015-01-01,2015-06-30,"SIGNED",51.5095831,-0.1423015,2015,1,1,2015,6,30
18494,18495,"UK","United Kingdom","THE UNIVERSITY OF BIRMINGHAM",195454.8,54.75844,-2.69531,2017-03-01,2019-02-28,"TERMINATED",52.4508168,-1.9305135,2017,3,1,2019,2,28
18495,18496,"UK","United Kingdom","NEWENERGY21 EUROPE LTD",71429,54.75844,-2.69531,2015-09-01,2015-12-31,"SIGNED",54.75844,-2.69531,2015,9,1,2015,12,31
18496,18497,"UK","United Kingdom","THE UNIVERSITY OF EDINBURGH",1985570,54.75844,-2.69531,2016-09-01,2021-08-31,"SIGNED",55.9445158,-3.1892413,2016,9,1,2021,8,31
18497,18498,"UK","United Kingdom","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",149921,54.75844,-2.69531,2017-08-01,2019-01-31,"SIGNED",51.7548164,-1.2543668,2017,8,1,2019,1,31
18498,18499,"UK","United Kingdom","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE",148307,54.75844,-2.69531,2015-03-01,2016-08-31,"SIGNED",51.4987997,-0.1748772,2015,3,1,2016,8,31
18499,18500,"UK","United Kingdom","UNIVERSITY OF LEEDS",195454.8,54.75844,-2.69531,2016-09-01,2018-08-31,"TERMINATED",53.8066815,-1.5550328,2016,9,1,2018,8,31
18500,18501,"UK","United Kingdom","CARDIFF UNIVERSITY",183454.8,54.75844,-2.69531,2015-05-01,2017-04-30,"SIGNED",51.4866271,-3.1788641,2015,5,1,2017,4,30
18501,18502,"UK","United Kingdom","UNIVERSITY COLLEGE LONDON",91727.4,54.75844,-2.69531,2019-02-01,2020-01-31,"SIGNED",51.5245592,-0.1340401,2019,2,1,2020,1,31
18502,18503,"UK","United Kingdom","University College London",183454.8,54.75844,-2.69531,2017-04-01,2019-03-31,"SIGNED",51.5245592,-0.1340401,2017,4,1,2019,3,31
18503,18504,"UK","United Kingdom","STRAIN SOLUTIONS LIMITED",386062.5,54.75844,-2.69531,2016-01-01,2018-12-31,"SIGNED",53.263583,-1.4373422,2016,1,1,2018,12,31
