document;term;count;rank;Title
779;ensuring;0,073987541;10;Prototype Tooling for subcomponents manufacturing for wing winglet
78;data;0,075099679;1;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
78;profile;0,072646767;2;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
78;commerce;0,059926724;3;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
78;risk;0,054812766;4;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
78;analytics;0,052659271;5;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
78;crime;0,042617229;6;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
78;hit;0,042617229;7;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
78;administrations;0,041655306;8;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
78;transnational;0,032897008;9;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
78;border;0,032487511;10;Architectures and organizations, big data and data analytics for customs risk management of the international goods supply chain trade movements
780;healthcare;0,068539786;1;Public procurement of innovative eHealth services
780;care;0,051859204;2;Public procurement of innovative eHealth services
780;procurement;0,037886036;3;Public procurement of innovative eHealth services
780;mitigate;0,033382836;4;Public procurement of innovative eHealth services
780;demands;0,027538724;5;Public procurement of innovative eHealth services
780;solution;0,02441083;6;Public procurement of innovative eHealth services
780;life;0,023869842;7;Public procurement of innovative eHealth services
780;citizens;0,02369884;8;Public procurement of innovative eHealth services
780;promising;0,023266856;9;Public procurement of innovative eHealth services
780;buy;0,02189586;10;Public procurement of innovative eHealth services
781;rri;0,090979371;1;Putting Open Science into action
781;open;0,079583216;2;Putting Open Science into action
781;science;0,064929332;3;Putting Open Science into action
781;photovoltaic;0,042399863;4;Putting Open Science into action
781;proposal;0,033823932;5;Putting Open Science into action
781;society;0,029568753;6;Putting Open Science into action
781;civil;0,026364981;7;Putting Open Science into action
781;citizens;0,025186215;8;Putting Open Science into action
781;continents;0,023001749;9;Putting Open Science into action
781;research;0,022385697;10;Putting Open Science into action
782;composite;0,082158397;1;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
782;parts;0,076113208;2;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
782;thermoplastic;0,041026547;3;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
782;manufacturing;0,037605169;4;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
782;french;0,036918467;5;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
782;material;0,035990269;6;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
782;cheaper;0,03442678;7;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
782;automotive;0,025819374;8;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
782;waste;0,024061056;9;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
782;reduction;0,023730197;10;Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts
783;iot;0,158927937;1;R&I on IoT integration and platforms
783;security;0,039269214;2;R&I on IoT integration and platforms
783;platforms;0,029187336;3;R&I on IoT integration and platforms
783;privacy;0,029147749;4;R&I on IoT integration and platforms
783;smart;0,028942522;5;R&I on IoT integration and platforms
783;actuation;0,024814048;6;R&I on IoT integration and platforms
783;secure;0,021898323;7;R&I on IoT integration and platforms
783;federation;0,01407624;8;R&I on IoT integration and platforms
783;scenarios;0,012760666;9;R&I on IoT integration and platforms
783;open;0,011949982;10;R&I on IoT integration and platforms
784;mining;0,055043713;1;Raw materials Innovation actions
784;metals;0,039858475;2;Raw materials Innovation actions
784;waste;0,028841454;3;Raw materials Innovation actions
784;raw;0,025132839;4;Raw materials Innovation actions
784;mineral;0,022215199;5;Raw materials Innovation actions
784;critical;0,017244782;6;Raw materials Innovation actions
784;extraction;0,017078257;7;Raw materials Innovation actions
784;metal;0,015833659;8;Raw materials Innovation actions
784;recovery;0,015753872;9;Raw materials Innovation actions
784;pilots;0,01529615;10;Raw materials Innovation actions
785;raw;0,087629543;1;Raw materials international co-operation
785;materials;0,047093854;2;Raw materials international co-operation
785;international;0,045506203;3;Raw materials international co-operation
785;forum;0,042036871;4;Raw materials international co-operation
785;material;0,041323316;5;Raw materials international co-operation
785;global;0,038852426;6;Raw materials international co-operation
785;mineral;0,027663121;7;Raw materials international co-operation
785;supply;0,020290293;8;Raw materials international co-operation
785;initiatives;0,019356404;9;Raw materials international co-operation
785;information;0,018686082;10;Raw materials international co-operation
786;raw;0,051170911;1;Raw materials policy support actions
786;materials;0,029615667;2;Raw materials policy support actions
786;mineral;0,027773141;3;Raw materials policy support actions
786;waste;0,026151371;4;Raw materials policy support actions
786;collection;0,024970579;5;Raw materials policy support actions
786;regions;0,020821486;6;Raw materials policy support actions
786;secondary;0,017505394;7;Raw materials policy support actions
786;primary;0,015948076;8;Raw materials policy support actions
786;forestry;0,014844402;9;Raw materials policy support actions
786;mining;0,014746051;10;Raw materials policy support actions
787;freight;0,172648127;1;Real-time information applications and energy efficient solutions for rail freight
787;shift2rail;0,132439118;2;Real-time information applications and energy efficient solutions for rail freight
787;terminals;0,06542998;3;Real-time information applications and energy efficient solutions for rail freight
787;continuation;0,062594591;4;Real-time information applications and energy efficient solutions for rail freight
787;succeed;0,062594591;5;Real-time information applications and energy efficient solutions for rail freight
787;answers;0,058041378;6;Real-time information applications and energy efficient solutions for rail freight
787;hubs;0,053665274;7;Real-time information applications and energy efficient solutions for rail freight
787;started;0,053665274;8;Real-time information applications and energy efficient solutions for rail freight
787;nodes;0,053283845;9;Real-time information applications and energy efficient solutions for rail freight
787;rail;0,052545777;10;Real-time information applications and energy efficient solutions for rail freight
788;rail;0,054914645;1;Real-time yard and network management
788;horizon;0,044404783;2;Real-time yard and network management
788;time;0,043753584;3;Real-time yard and network management
788;real;0,04359965;4;Real-time yard and network management
788;transport;0,041725353;5;Real-time yard and network management
788;freight;0,040095876;6;Real-time yard and network management
788;interaction;0,035177565;7;Real-time yard and network management
788;network;0,030759372;8;Real-time yard and network management
788;module;0,03061949;9;Real-time yard and network management
788;points;0,030028098;10;Real-time yard and network management
789;roadmap;0,051222655;1;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
789;outcomes;0,043132436;2;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
789;data;0,042323382;3;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
789;modal;0,039279797;4;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
789;progression;0,038049003;5;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
789;economics;0,034984131;6;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
789;guidelines;0,027581134;7;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
789;health;0,025897612;8;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
789;initiatives;0,022608593;9;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
789;stakeholder;0,022225551;10;Real World Outcomes Across the AD Spectrum (ROADS) to Better Care
79;aircraft;0,069699385;1;Arrival Management extended to en-route Airspace
79;destination;0,063199413;2;Arrival Management extended to en-route Airspace
79;airport;0,061103679;3;Arrival Management extended to en-route Airspace
79;airborne;0,053813383;4;Arrival Management extended to en-route Airspace
79;delay;0,039497159;5;Arrival Management extended to en-route Airspace
79;management;0,030648968;6;Arrival Management extended to en-route Airspace
79;control;0,030450798;7;Arrival Management extended to en-route Airspace
79;demonstrate;0,029055941;8;Arrival Management extended to en-route Airspace
79;units;0,027360523;9;Arrival Management extended to en-route Airspace
79;traffic;0,02494742;10;Arrival Management extended to en-route Airspace
790;noise;0,091803712;1;Reducing aviation noise
790;aircraft;0,035002164;2;Reducing aviation noise
790;airports;0,032567889;3;Reducing aviation noise
790;aviation;0,031426235;4;Reducing aviation noise
790;configurations;0,022306737;5;Reducing aviation noise
790;reduction;0,019538178;6;Reducing aviation noise
790;regulation;0,014359714;7;Reducing aviation noise
790;low;0,013755834;8;Reducing aviation noise
790;concepts;0,013055256;9;Reducing aviation noise
790;flight;0,013046974;10;Reducing aviation noise
791;fuel;0,030746442;1;Reducing energy consumption and environmental impact of aviation
791;emissions;0,02581827;2;Reducing energy consumption and environmental impact of aviation
791;propulsion;0,020733572;3;Reducing energy consumption and environmental impact of aviation
791;helicopter;0,019138157;4;Reducing energy consumption and environmental impact of aviation
791;aerodynamic;0,019113541;5;Reducing energy consumption and environmental impact of aviation
791;actuation;0,018121447;6;Reducing energy consumption and environmental impact of aviation
791;aero;0,018121447;7;Reducing energy consumption and environmental impact of aviation
791;structures;0,017414824;8;Reducing energy consumption and environmental impact of aviation
791;hybrid;0,01644904;9;Reducing energy consumption and environmental impact of aviation
791;shape;0,015902498;10;Reducing energy consumption and environmental impact of aviation
792;kwh;0,057572964;1;Reducing the cost of PV electricity
792;electricity;0,045291186;2;Reducing the cost of PV electricity
792;cost;0,025930869;3;Reducing the cost of PV electricity
792;reduction;0,021699456;4;Reducing the cost of PV electricity
792;super;0,019764192;5;Reducing the cost of PV electricity
792;years;0,018656692;6;Reducing the cost of PV electricity
792;adopting;0,017890436;7;Reducing the cost of PV electricity
792;utility;0,017890436;8;Reducing the cost of PV electricity
792;market;0,017062379;9;Reducing the cost of PV electricity
792;innovations;0,016012649;10;Reducing the cost of PV electricity
793;aircraft;0,164291407;1;Regional Aircraft
793;regional;0,150853102;2;Regional Aircraft
793;comparable;0,14358485;3;Regional Aircraft
793;comfort;0,134158109;4;Regional Aircraft
793;passengers;0,079168494;5;Regional Aircraft
793;airports;0,076432764;6;Regional Aircraft
793;vibration;0,073993402;7;Regional Aircraft
793;approximately;0,071274193;8;Regional Aircraft
793;passenger;0,070767607;9;Regional Aircraft
793;service;0,068180505;10;Regional Aircraft
794;regulatory;0,082763651;1;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
794;biomaterials;0,072041846;2;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
794;regulation;0,050158817;3;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
794;tree;0,048498837;4;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
794;science;0,048118171;5;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
794;refine;0,04670679;6;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
794;medical;0,045949667;7;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
794;assays;0,045893182;8;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
794;methods;0,043399112;9;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
794;advancement;0,041836446;10;Regulatory Science Framework for assessment of risk benefit ratio of Nanomedicines and Biomaterials
795;ict;0,114261876;1;Reinforcing European presence in international ICT standardisation
795;standards;0,091600875;2;Reinforcing European presence in international ICT standardisation
795;standardisation;0,087723217;3;Reinforcing European presence in international ICT standardisation
795;presence;0,052354667;4;Reinforcing European presence in international ICT standardisation
795;international;0,049060312;5;Reinforcing European presence in international ICT standardisation
795;expert;0,044301249;6;Reinforcing European presence in international ICT standardisation
795;call;0,043294164;7;Reinforcing European presence in international ICT standardisation
795;continuous;0,040946637;8;Reinforcing European presence in international ICT standardisation
795;specialists;0,03978491;9;Reinforcing European presence in international ICT standardisation
795;open;0,034117289;10;Reinforcing European presence in international ICT standardisation
796;aquaculture;0,130159637;1;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
796;international;0,064355586;2;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
796;asia;0,054114195;3;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
796;asian;0,044710422;4;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
796;cooperation;0,041195367;5;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
796;east;0,038896324;6;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
796;promoting;0,038656936;7;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
796;reinforce;0,036542476;8;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
796;stakeholder;0,034599019;9;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
796;south;0,031866901;10;Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia
797;airports;0,057324573;1;Remote Tower for Multiple Airports
797;center;0,046600615;2;Remote Tower for Multiple Airports
797;settings;0,046095903;3;Remote Tower for Multiple Airports
797;airport;0,042008779;4;Remote Tower for Multiple Airports
797;remote;0,039917228;5;Remote Tower for Multiple Airports
797;multiple;0,038417774;6;Remote Tower for Multiple Airports
797;controlled;0,02848391;7;Remote Tower for Multiple Airports
797;variety;0,023340289;8;Remote Tower for Multiple Airports
797;effectiveness;0,023169512;9;Remote Tower for Multiple Airports
797;cost;0,021744114;10;Remote Tower for Multiple Airports
798;strain;0,129689541;1;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
798;measuring;0,068807943;2;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
798;stress;0,065971655;3;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
798;uniform;0,063068045;4;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
798;structural;0,049842623;5;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
798;load;0,048370308;6;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
798;contact;0,047582868;7;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
798;testing;0,042501827;8;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
798;deformation;0,042045363;9;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
798;replaced;0,038492358;10;Representative HLFC Leading Edge structure – Torsion and Bending Stiffness Test
799;disease;0,039769929;1;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
799;invasive;0,033426703;2;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
799;emerging;0,025861611;3;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
799;diseases;0,023618365;4;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
799;spread;0,020675517;5;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
799;african;0,020353478;6;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
799;agricultural;0,020242076;7;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
799;warning;0,019618604;8;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
799;pathogens;0,01896791;9;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
799;forest;0,018816238;10;Research and approaches for emerging diseases and pests in plants and terrestrial livestock
8;network;0,054726049;1;5G – Next Generation Communication Networks
8;orchestration;0,031270347;2;5G – Next Generation Communication Networks
8;standardization;0,027464519;3;5G – Next Generation Communication Networks
8;japan;0,026730703;4;5G – Next Generation Communication Networks
8;edge;0,025174833;5;5G – Next Generation Communication Networks
8;liquid;0,02272357;6;5G – Next Generation Communication Networks
8;latency;0,021308706;7;5G – Next Generation Communication Networks
8;mobile;0,021057606;8;5G – Next Generation Communication Networks
8;access;0,020553646;9;5G – Next Generation Communication Networks
8;software;0,019191612;10;5G – Next Generation Communication Networks
80;assembly;0,128574656;1;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
80;robot;0,085601468;2;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
80;tool;0,04870247;3;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
80;interior;0,041465295;4;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
80;unexpected;0,041465295;5;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
80;obtained;0,039383615;6;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
80;tasks;0,039383615;7;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
80;analysed;0,032206635;8;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
80;aircraft;0,031047195;9;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
80;reality;0,03001202;10;Assembly Planning and Simulation of an Aircraft Final Assembly Line (FAL)
800;drilling;0,08911504;1;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
800;assembly;0,059486271;2;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
800;robots;0,054914645;3;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
800;engineering;0,035053954;4;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
800;compact;0,030926659;5;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
800;shorten;0,023068289;6;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
800;structures;0,0230453;7;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
800;layout;0,022793231;8;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
800;doors;0,02227876;9;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
800;aeronautics;0,021582346;10;Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners
801;agreement;0,033238809;1;Research and Education Networking – GÉANT
801;network;0,029782884;2;Research and Education Networking – GÉANT
801;offered;0,029501581;3;Research and Education Networking – GÉANT
801;services;0,028909644;4;Research and Education Networking – GÉANT
801;excellence;0,027882423;5;Research and Education Networking – GÉANT
801;partnership;0,02657583;6;Research and Education Networking – GÉANT
801;infrastructure;0,026506715;7;Research and Education Networking – GÉANT
801;access;0,02516773;8;Research and Education Networking – GÉANT
801;promoting;0,024339553;9;Research and Education Networking – GÉANT
801;offer;0,02239133;10;Research and Education Networking – GÉANT
802;waste;0,102691037;1;Research and innovation on the overall management of radioactive waste other than geological disposal.
802;characterization;0,051011853;2;Research and innovation on the overall management of radioactive waste other than geological disposal.
802;chance;0,039508796;3;Research and innovation on the overall management of radioactive waste other than geological disposal.
802;thermal;0,026538623;4;Research and innovation on the overall management of radioactive waste other than geological disposal.
802;treatment;0,026538623;5;Research and innovation on the overall management of radioactive waste other than geological disposal.
802;disposal;0,023369869;6;Research and innovation on the overall management of radioactive waste other than geological disposal.
802;destructive;0,021486224;7;Research and innovation on the overall management of radioactive waste other than geological disposal.
802;facilities;0,018308417;8;Research and innovation on the overall management of radioactive waste other than geological disposal.
802;producers;0,017761493;9;Research and innovation on the overall management of radioactive waste other than geological disposal.
802;inventory;0,016097856;10;Research and innovation on the overall management of radioactive waste other than geological disposal.
803;academic;0,009782466;1;Research and Innovation Staff Exchange
803;research;0,007680641;2;Research and Innovation Staff Exchange
803;knowledge;0,006852857;3;Research and Innovation Staff Exchange
803;exchange;0,006201534;4;Research and Innovation Staff Exchange
803;cancer;0,005923036;5;Research and Innovation Staff Exchange
803;researchers;0,005891313;6;Research and Innovation Staff Exchange
803;staff;0,005787538;7;Research and Innovation Staff Exchange
803;training;0,005462935;8;Research and Innovation Staff Exchange
803;international;0,005295419;9;Research and Innovation Staff Exchange
803;materials;0,004786649;10;Research and Innovation Staff Exchange
804;shift2rail;0,058328109;1;Research into enhanced track and switch and crossing system
804;switches;0,056331787;2;Research into enhanced track and switch and crossing system
804;track;0,051187453;3;Research into enhanced track and switch and crossing system
804;extending;0,041208143;4;Research into enhanced track and switch and crossing system
804;capacity;0,032035928;5;Research into enhanced track and switch and crossing system
804;objectives;0,031526094;6;Research into enhanced track and switch and crossing system
804;structures;0,02913499;7;Research into enhanced track and switch and crossing system
804;tracks;0,028484031;8;Research into enhanced track and switch and crossing system
804;identified;0,027063098;9;Research into enhanced track and switch and crossing system
804;enhancements;0,02675129;10;Research into enhanced track and switch and crossing system
805;radically;0,099017306;1;Research into new radical ways of changing trains between tracks
805;switch;0,080444704;2;Research into new radical ways of changing trains between tracks
805;concepts;0,068851807;3;Research into new radical ways of changing trains between tracks
805;code;0,047933623;4;Research into new radical ways of changing trains between tracks
805;phase;0,044741422;5;Research into new radical ways of changing trains between tracks
805;constraints;0,03983423;6;Research into new radical ways of changing trains between tracks
805;optimal;0,034070733;7;Research into new radical ways of changing trains between tracks
805;trl4;0,0316217;8;Research into new radical ways of changing trains between tracks
805;operating;0,031481027;9;Research into new radical ways of changing trains between tracks
805;crossing;0,030884371;10;Research into new radical ways of changing trains between tracks
806;labour;0,132429721;1;Research on employability, skills and labour market integration of migrants
806;integration;0,052598512;2;Research on employability, skills and labour market integration of migrants
806;market;0,032573633;3;Research on employability, skills and labour market integration of migrants
806;employment;0,030130645;4;Research on employability, skills and labour market integration of migrants
806;country;0,027772216;5;Research on employability, skills and labour market integration of migrants
806;distribution;0,026470787;6;Research on employability, skills and labour market integration of migrants
806;advance;0,025506435;7;Research on employability, skills and labour market integration of migrants
806;evidence;0,022859264;8;Research on employability, skills and labour market integration of migrants
806;policy;0,022248874;9;Research on employability, skills and labour market integration of migrants
806;along;0,020712257;10;Research on employability, skills and labour market integration of migrants
807;reactor;0,07147016;1;Research on safety of fast neutron Generation-IV reactors
807;safety;0,062051133;2;Research on safety of fast neutron Generation-IV reactors
807;reactors;0,042125808;3;Research on safety of fast neutron Generation-IV reactors
807;calibration;0,038474942;4;Research on safety of fast neutron Generation-IV reactors
807;defence;0,038474942;5;Research on safety of fast neutron Generation-IV reactors
807;accordance;0,03573508;6;Research on safety of fast neutron Generation-IV reactors
807;legacy;0,034225219;7;Research on safety of fast neutron Generation-IV reactors
807;fast;0,0334765;8;Research on safety of fast neutron Generation-IV reactors
807;measures;0,032886306;9;Research on safety of fast neutron Generation-IV reactors
807;computational;0,030812107;10;Research on safety of fast neutron Generation-IV reactors
808;steam;0,093515196;1;Research on the safety of small modular reactors
808;nuclear;0,077676367;2;Research on the safety of small modular reactors
808;temperature;0,043131319;3;Research on the safety of small modular reactors
808;grids;0,042900149;4;Research on the safety of small modular reactors
808;industrial;0,042599026;5;Research on the safety of small modular reactors
808;modular;0,040307512;6;Research on the safety of small modular reactors
808;fuel;0,036419495;7;Research on the safety of small modular reactors
808;electric;0,029366293;8;Research on the safety of small modular reactors
808;distribution;0,029117866;9;Research on the safety of small modular reactors
808;intermittent;0,023634858;10;Research on the safety of small modular reactors
809;migration;0,088125402;1;Research Social Platform on Migration and Asylum
809;evidence;0,057833938;2;Research Social Platform on Migration and Asylum
809;policymakers;0,056388622;3;Research Social Platform on Migration and Asylum
809;researchers;0,042614847;4;Research Social Platform on Migration and Asylum
809;relationships;0,035979344;5;Research Social Platform on Migration and Asylum
809;dialogue;0,03033729;6;Research Social Platform on Migration and Asylum
809;policy;0,030021147;7;Research Social Platform on Migration and Asylum
809;diverse;0,023988897;8;Research Social Platform on Migration and Asylum
809;stakeholders;0,022856366;9;Research Social Platform on Migration and Asylum
809;exceptionally;0,02251465;10;Research Social Platform on Migration and Asylum
81;transportation;0,079334697;1;Assessing future requirements for skills and jobs across transport modes and systems
81;training;0,070509289;2;Assessing future requirements for skills and jobs across transport modes and systems
81;workers;0,057755057;3;Assessing future requirements for skills and jobs across transport modes and systems
81;transport;0,054854451;4;Assessing future requirements for skills and jobs across transport modes and systems
81;modes;0,053199431;5;Assessing future requirements for skills and jobs across transport modes and systems
81;skills;0,03950684;6;Assessing future requirements for skills and jobs across transport modes and systems
81;competence;0,037246036;7;Assessing future requirements for skills and jobs across transport modes and systems
81;competences;0,036324354;8;Assessing future requirements for skills and jobs across transport modes and systems
81;professionals;0,032857988;9;Assessing future requirements for skills and jobs across transport modes and systems
81;future;0,029913464;10;Assessing future requirements for skills and jobs across transport modes and systems
810;transport;0,073622833;1;Research, technology development and market trends for the European transport manufacturing industries
810;score;0,068944814;2;Research, technology development and market trends for the European transport manufacturing industries
810;manufacturing;0,057650899;3;Research, technology development and market trends for the European transport manufacturing industries
810;industries;0,041936598;4;Research, technology development and market trends for the European transport manufacturing industries
810;competitiveness;0,041021837;5;Research, technology development and market trends for the European transport manufacturing industries
810;segments;0,034201131;6;Research, technology development and market trends for the European transport manufacturing industries
810;assessments;0,032685048;7;Research, technology development and market trends for the European transport manufacturing industries
810;competitive;0,031452448;8;Research, technology development and market trends for the European transport manufacturing industries
810;board;0,025345319;9;Research, technology development and market trends for the European transport manufacturing industries
810;global;0,025264294;10;Research, technology development and market trends for the European transport manufacturing industries
811;resilience;0,063134527;1;Resilience to extreme (natural and man-made) events
811;extreme;0,056030721;2;Resilience to extreme (natural and man-made) events
811;transport;0,048812947;3;Resilience to extreme (natural and man-made) events
811;infrastructure;0,036601053;4;Resilience to extreme (natural and man-made) events
811;infrastructures;0,031191191;5;Resilience to extreme (natural and man-made) events
811;events;0,02782777;6;Resilience to extreme (natural and man-made) events
811;emergency;0,024817133;7;Resilience to extreme (natural and man-made) events
811;operators;0,022743426;8;Resilience to extreme (natural and man-made) events
811;damage;0,021553518;9;Resilience to extreme (natural and man-made) events
811;terrestrial;0,021425856;10;Resilience to extreme (natural and man-made) events
812;political;0,047163155;1;Resilient and sustainable economic and monetary union in Europe
812;union;0,030096575;2;Resilient and sustainable economic and monetary union in Europe
812;coordination;0,029491202;3;Resilient and sustainable economic and monetary union in Europe
812;crisis;0,027725109;4;Resilient and sustainable economic and monetary union in Europe
812;member;0,024724459;5;Resilient and sustainable economic and monetary union in Europe
812;policies;0,021622627;6;Resilient and sustainable economic and monetary union in Europe
812;policy;0,021499519;7;Resilient and sustainable economic and monetary union in Europe
812;institutional;0,021303347;8;Resilient and sustainable economic and monetary union in Europe
812;governance;0,021017303;9;Resilient and sustainable economic and monetary union in Europe
812;preferences;0,020212729;10;Resilient and sustainable economic and monetary union in Europe
813;crops;0,105632905;1;Resource-efficient and profitable industrial crops on marginal land
813;marginal;0,06754917;2;Resource-efficient and profitable industrial crops on marginal land
813;industrial;0,039667109;3;Resource-efficient and profitable industrial crops on marginal land
813;crop;0,034543259;4;Resource-efficient and profitable industrial crops on marginal land
813;analysed;0,033119373;5;Resource-efficient and profitable industrial crops on marginal land
813;database;0,02980672;6;Resource-efficient and profitable industrial crops on marginal land
813;input;0,026338426;7;Resource-efficient and profitable industrial crops on marginal land
813;chains;0,025215298;8;Resource-efficient and profitable industrial crops on marginal land
813;resource;0,022844596;9;Resource-efficient and profitable industrial crops on marginal land
813;wp6;0,022256753;10;Resource-efficient and profitable industrial crops on marginal land
814;urban;0,144442284;1;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
814;agriculture;0,059064884;2;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
814;china;0,056063486;3;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
814;chinese;0,046003498;4;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
814;period;0,030081299;5;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
814;cities;0,029007457;6;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
814;social;0,025581419;7;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
814;areas;0,023940223;8;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
814;resource;0,023609269;9;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
814;communities;0,023527419;10;Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership
815;reversible;0,044139272;1;Reversible Solid Oxide Electrolyser (rSOC) for resilient energy systems
815;electricity;0,043404054;2;Reversible Solid Oxide Electrolyser (rSOC) for resilient energy systems
